datetime,user_id,order_amount,period,strata,group
2025-07-01 12:20:18,user_686,2026.0,experiment,5%,test
2025-07-01 12:21:33,user_5229,2176.97,experiment,3%,control
2025-07-01 12:21:35,user_1456,1196.55,experiment,7%,control
2025-07-01 12:22:33,user_21,3705.96,experiment,7%,test
2025-07-01 12:22:55,user_2897,3043.65,experiment,5%,control
2025-07-01 12:23:29,user_4550,2086.21,experiment,0%,control
2025-07-01 12:24:35,user_1306,2591.05,experiment,5%,control
2025-07-01 12:29:09,user_1420,1696.21,experiment,5%,control
2025-07-01 12:30:02,user_5778,1601.33,experiment,7%,test
2025-07-01 12:32:55,user_991,5320.72,experiment,7%,test
2025-07-01 12:32:57,user_5656,5750.54,experiment,0%,control
2025-07-01 12:34:50,user_1787,2022.75,experiment,0%,control
2025-07-01 12:36:18,user_3254,2490.42,experiment,0%,test
2025-07-01 12:36:55,user_5878,3611.89,experiment,7%,test
2025-07-01 12:39:21,user_4212,7088.53,experiment,5%,test
2025-07-01 12:42:09,user_673,7108.59,experiment,7%,test
2025-07-01 12:44:51,user_941,8295.56,experiment,7%,test
2025-07-01 12:45:07,user_1717,6533.72,experiment,0%,test
2025-07-01 12:47:09,user_3266,3348.98,experiment,7%,control
2025-07-01 12:49:50,user_1928,1209.36,experiment,3%,control
2025-07-01 12:49:57,user_381,2046.24,experiment,7%,test
2025-07-01 12:51:17,user_355,3397.05,experiment,7%,test
2025-07-01 12:52:55,user_5032,3608.31,experiment,7%,control
2025-07-01 12:53:46,user_5321,3318.22,experiment,7%,test
2025-07-01 12:54:15,user_2608,2981.19,experiment,7%,test
2025-07-01 12:57:55,user_2259,5613.02,experiment,5%,test
2025-07-01 12:58:42,user_3684,1325.74,experiment,7%,control
2025-07-01 12:59:44,user_2737,8685.54,experiment,7%,control
2025-07-01 13:00:40,user_2933,5495.26,experiment,7%,control
2025-07-01 13:03:54,user_634,2404.01,experiment,7%,control
2025-07-01 13:05:25,user_5197,6670.17,experiment,7%,test
2025-07-01 13:09:08,user_4206,1947.92,experiment,5%,control
2025-07-01 13:09:56,user_4470,6545.27,experiment,0%,control
2025-07-01 13:12:56,user_1492,6478.49,experiment,7%,test
2025-07-01 13:13:59,user_2222,1592.07,experiment,0%,control
2025-07-01 13:15:42,user_3432,2267.54,experiment,7%,control
2025-07-01 13:17:36,user_5078,2712.03,experiment,7%,test
2025-07-01 13:20:12,user_5445,3666.45,experiment,7%,control
2025-07-01 13:20:16,user_2934,1550.87,experiment,7%,test
2025-07-01 13:21:11,user_841,1370.03,experiment,7%,test
2025-07-01 13:21:16,user_2093,3290.98,experiment,7%,control
2025-07-01 13:21:46,user_2522,3861.46,experiment,7%,control
2025-07-01 13:22:55,user_4870,2853.52,experiment,5%,test
2025-07-01 13:23:06,user_53,3402.84,experiment,3%,control
2025-07-01 13:23:55,user_2212,2567.28,experiment,7%,control
2025-07-01 13:25:39,user_1213,2811.68,experiment,3%,control
2025-07-01 13:26:23,user_5299,1251.45,experiment,7%,control
2025-07-01 13:31:26,user_5561,4223.8,experiment,7%,control
2025-07-01 13:33:19,user_1789,4471.62,experiment,5%,test
2025-07-01 13:34:12,user_4738,4478.54,experiment,7%,control
2025-07-01 13:34:19,user_3688,1479.13,experiment,7%,test
2025-07-01 13:36:11,user_4877,5333.87,experiment,7%,test
2025-07-01 13:36:21,user_4756,2461.78,experiment,0%,test
2025-07-01 13:36:40,user_546,4559.22,experiment,7%,test
2025-07-01 13:36:55,user_3938,2376.46,experiment,3%,control
2025-07-01 13:37:30,user_368,1283.1,experiment,7%,test
2025-07-01 13:39:38,user_2051,4100.36,experiment,3%,control
2025-07-01 13:39:38,user_3883,4805.82,experiment,7%,control
2025-07-01 13:40:07,user_5371,2305.05,experiment,5%,control
2025-07-01 13:42:37,user_318,2110.68,experiment,5%,control
2025-07-01 13:43:39,user_5807,4767.02,experiment,7%,control
2025-07-01 13:44:41,user_3506,3293.86,experiment,5%,test
2025-07-01 13:45:54,user_3399,2582.12,experiment,7%,test
2025-07-01 13:48:30,user_2753,6153.81,experiment,0%,test
2025-07-01 13:49:12,user_4453,7374.23,experiment,3%,test
2025-07-01 13:49:31,user_838,2687.75,experiment,0%,control
2025-07-01 13:49:43,user_4597,2571.98,experiment,7%,control
2025-07-01 13:51:03,user_4510,1456.6,experiment,5%,control
2025-07-01 13:51:38,user_2242,7553.03,experiment,5%,control
2025-07-01 13:56:23,user_2919,4849.81,experiment,7%,control
2025-07-01 13:58:36,user_5404,5456.48,experiment,3%,control
2025-07-01 13:59:38,user_2395,2540.64,experiment,7%,test
2025-07-01 14:02:41,user_1651,2631.95,experiment,5%,test
2025-07-01 14:03:41,user_739,1026.83,experiment,7%,test
2025-07-01 14:06:31,user_4014,3063.57,experiment,7%,control
2025-07-01 14:07:20,user_4700,4616.6,experiment,3%,control
2025-07-01 14:08:36,user_381,2120.35,experiment,7%,test
2025-07-01 14:09:09,user_3543,2711.37,experiment,3%,test
2025-07-01 14:09:55,user_233,2490.83,experiment,7%,control
2025-07-01 14:12:35,user_5355,5501.54,experiment,7%,test
2025-07-01 14:12:48,user_5624,4152.18,experiment,7%,control
2025-07-01 14:13:50,user_1234,3135.53,experiment,0%,control
2025-07-01 14:14:28,user_3899,1297.41,experiment,5%,test
2025-07-01 14:15:12,user_3460,2938.42,experiment,0%,test
2025-07-01 14:16:01,user_266,1007.16,experiment,3%,control
2025-07-01 14:18:11,user_3071,4767.22,experiment,5%,test
2025-07-01 14:20:14,user_134,2976.94,experiment,7%,test
2025-07-01 14:23:38,user_4060,3854.15,experiment,7%,test
2025-07-01 14:24:41,user_4141,2927.9,experiment,7%,test
2025-07-01 14:25:34,user_941,,experiment,7%,test
2025-07-01 14:28:50,user_4184,1390.5,experiment,3%,test
2025-07-01 14:31:13,user_254,1436.13,experiment,5%,test
2025-07-01 14:35:40,user_1100,1936.16,experiment,7%,test
2025-07-01 14:37:36,user_3459,1477.52,experiment,7%,test
2025-07-01 14:38:21,user_2905,4810.32,experiment,0%,control
2025-07-01 14:41:28,user_3759,1922.38,experiment,5%,test
2025-07-01 14:44:23,user_1429,5099.69,experiment,3%,control
2025-07-01 14:45:13,user_3043,1677.12,experiment,7%,test
2025-07-01 14:46:45,user_1416,5924.97,experiment,3%,control
2025-07-01 14:49:01,user_1004,3263.09,experiment,5%,test
2025-07-01 14:49:50,user_3245,2961.67,experiment,5%,control
2025-07-01 14:51:25,user_2234,1557.54,experiment,7%,test
2025-07-01 14:51:36,user_422,2751.98,experiment,5%,control
2025-07-01 14:57:25,user_5297,4633.32,experiment,7%,test
2025-07-01 14:57:49,user_936,2454.66,experiment,3%,test
2025-07-01 15:01:54,user_5226,3026.51,experiment,0%,control
2025-07-01 15:04:39,user_719,1416.52,experiment,7%,control
2025-07-01 15:04:43,user_3272,2538.96,experiment,7%,test
2025-07-01 15:04:51,user_305,10884.67,experiment,3%,test
2025-07-01 15:07:46,user_1655,2804.74,experiment,7%,test
2025-07-01 15:13:11,user_4479,1858.18,experiment,7%,test
2025-07-01 15:13:12,user_1241,4403.38,experiment,0%,test
2025-07-01 15:14:58,user_4630,2284.14,experiment,7%,control
2025-07-01 15:15:42,user_1560,2232.88,experiment,7%,control
2025-07-01 15:16:34,user_3934,9933.23,experiment,7%,control
2025-07-01 15:17:47,user_5509,1802.73,experiment,7%,test
2025-07-01 15:18:29,user_2493,3646.1,experiment,7%,control
2025-07-01 15:19:38,user_3219,1980.07,experiment,7%,test
2025-07-01 15:20:04,user_3168,4967.1,experiment,7%,test
2025-07-01 15:20:29,user_152,2033.47,experiment,5%,test
2025-07-01 15:22:15,user_14,3266.13,experiment,7%,control
2025-07-01 15:22:52,user_3619,3506.41,experiment,3%,test
2025-07-01 15:26:58,user_5796,4390.73,experiment,3%,control
2025-07-01 15:30:26,user_5902,2423.46,experiment,7%,test
2025-07-01 15:31:37,user_3124,2369.55,experiment,7%,control
2025-07-01 15:32:17,user_2838,3989.36,experiment,7%,control
2025-07-01 15:32:45,user_946,4845.97,experiment,7%,control
2025-07-01 15:33:05,user_4172,1867.81,experiment,5%,test
2025-07-01 15:33:11,user_2665,2427.55,experiment,0%,control
2025-07-01 15:35:03,user_1321,3117.36,experiment,7%,control
2025-07-01 15:35:48,user_5482,2294.0,experiment,7%,test
2025-07-01 15:35:51,user_747,4010.35,experiment,7%,control
2025-07-01 15:37:16,user_5467,2864.87,experiment,5%,test
2025-07-01 15:40:00,user_5681,3405.38,experiment,7%,control
2025-07-01 15:41:39,user_3970,1817.9,experiment,7%,control
2025-07-01 15:42:14,user_1040,4897.12,experiment,7%,test
2025-07-01 15:42:35,user_462,1289.55,experiment,7%,control
2025-07-01 15:44:41,user_3158,1876.08,experiment,5%,test
2025-07-01 15:45:26,user_2051,3240.56,experiment,3%,control
2025-07-01 15:45:28,user_1710,3946.82,experiment,7%,test
2025-07-01 15:47:30,user_713,1708.55,experiment,7%,control
2025-07-01 15:48:28,user_4042,7069.11,experiment,0%,test
2025-07-01 15:48:53,user_225,4234.22,experiment,7%,control
2025-07-01 15:51:37,user_5828,6279.27,experiment,0%,control
2025-07-01 15:52:02,user_2789,2061.38,experiment,7%,test
2025-07-01 15:52:34,user_355,2710.1,experiment,7%,test
2025-07-01 15:53:14,user_1088,5848.6,experiment,7%,control
2025-07-01 15:53:43,user_3772,6215.09,experiment,5%,test
2025-07-01 15:55:29,user_5479,2943.85,experiment,0%,control
2025-07-01 16:00:07,user_1477,2935.35,experiment,3%,control
2025-07-01 16:01:14,user_2720,1803.6,experiment,0%,control
2025-07-01 16:01:35,user_3701,3923.71,experiment,7%,test
2025-07-01 16:05:49,user_4337,5037.97,experiment,5%,control
2025-07-01 16:06:10,user_138,4708.65,experiment,7%,test
2025-07-01 16:09:06,user_5214,3589.07,experiment,0%,control
2025-07-01 16:12:52,user_1571,1586.51,experiment,0%,control
2025-07-01 16:14:49,user_4318,1918.89,experiment,0%,test
2025-07-01 16:15:05,user_1347,4788.47,experiment,7%,test
2025-07-01 16:17:09,user_3287,4776.05,experiment,7%,control
2025-07-01 16:19:56,user_5786,3202.2,experiment,5%,test
2025-07-01 16:20:03,user_519,3021.02,experiment,5%,control
2025-07-01 16:20:11,user_3174,1373.46,experiment,7%,test
2025-07-01 16:20:48,user_707,6895.18,experiment,7%,control
2025-07-01 16:21:14,user_998,2566.03,experiment,3%,test
2025-07-01 16:22:54,user_3666,1966.48,experiment,7%,test
2025-07-01 16:27:32,user_403,1818.8,experiment,7%,test
2025-07-01 16:27:40,user_5812,2699.67,experiment,3%,control
2025-07-01 16:28:44,user_1545,3492.3,experiment,3%,control
2025-07-01 16:30:07,user_4269,2485.21,experiment,7%,test
2025-07-01 16:30:52,user_2488,4061.38,experiment,0%,test
2025-07-01 16:33:02,user_3039,5548.61,experiment,0%,test
2025-07-01 16:33:39,user_5089,2931.15,experiment,7%,control
2025-07-01 16:35:46,user_1327,5434.86,experiment,7%,test
2025-07-01 16:37:12,user_5117,1571.18,experiment,7%,control
2025-07-01 16:39:09,user_3732,6003.58,experiment,0%,control
2025-07-01 16:42:26,user_5830,2602.28,experiment,0%,test
2025-07-01 16:43:04,user_1977,5377.5,experiment,0%,test
2025-07-01 16:47:37,user_3922,1143.59,experiment,7%,test
2025-07-01 16:48:01,user_357,2595.21,experiment,7%,control
2025-07-01 16:50:24,user_2664,1144.08,experiment,3%,control
2025-07-01 16:50:49,user_5647,1943.94,experiment,3%,control
2025-07-01 16:51:03,user_2197,2763.94,experiment,5%,control
2025-07-01 16:54:19,user_4822,3012.66,experiment,7%,test
2025-07-01 16:54:37,user_1788,2938.17,experiment,3%,control
2025-07-01 16:56:35,user_4006,1585.07,experiment,7%,control
2025-07-01 16:58:08,user_4290,1882.21,experiment,7%,test
2025-07-01 16:59:50,user_3285,2003.53,experiment,7%,test
2025-07-01 17:01:13,user_2274,1432.89,experiment,0%,test
2025-07-01 17:02:36,user_1104,2260.95,experiment,7%,test
2025-07-01 17:04:50,user_4206,2167.83,experiment,5%,control
2025-07-01 17:05:35,user_3103,3329.84,experiment,5%,test
2025-07-01 17:07:06,user_5797,1718.17,experiment,0%,test
2025-07-01 17:09:54,user_893,1409.0,experiment,0%,test
2025-07-01 17:11:12,user_4001,3983.1,experiment,3%,test
2025-07-01 17:15:17,user_3976,2117.45,experiment,0%,test
2025-07-01 17:16:22,user_4749,2986.9,experiment,0%,test
2025-07-01 17:18:12,user_4002,2170.95,experiment,7%,control
2025-07-01 17:22:07,user_422,1750.29,experiment,5%,control
2025-07-01 17:22:26,user_4129,3560.58,experiment,3%,control
2025-07-01 17:24:08,user_2814,2154.34,experiment,5%,test
2025-07-01 17:24:30,user_1920,3174.29,experiment,3%,test
2025-07-01 17:24:51,user_3752,2660.01,experiment,7%,test
2025-07-01 17:27:40,user_4275,880.97,experiment,7%,test
2025-07-01 17:28:23,user_3367,3071.88,experiment,0%,test
2025-07-01 17:30:09,user_5855,4864.37,experiment,7%,control
2025-07-01 17:32:24,user_2486,2814.26,experiment,3%,test
2025-07-01 17:33:04,user_5826,4361.24,experiment,7%,test
2025-07-01 17:33:23,user_1646,914.39,experiment,5%,test
2025-07-01 17:34:47,user_2317,3047.08,experiment,3%,test
2025-07-01 17:36:25,user_2493,1768.27,experiment,7%,control
2025-07-01 17:37:47,user_2683,5090.57,experiment,7%,control
2025-07-01 17:37:58,user_2338,6682.09,experiment,7%,control
2025-07-01 17:42:03,user_4556,1152.51,experiment,7%,control
2025-07-01 17:43:00,user_1494,2211.76,experiment,7%,control
2025-07-01 17:43:19,user_5367,4300.22,experiment,7%,test
2025-07-01 17:44:25,user_3453,1265.69,experiment,7%,control
2025-07-01 17:44:55,user_5633,1337.95,experiment,3%,test
2025-07-01 17:47:56,user_645,1171.44,experiment,5%,control
2025-07-01 17:48:00,user_3024,2013.01,experiment,7%,control
2025-07-01 17:48:11,user_2315,1653.28,experiment,0%,control
2025-07-01 17:48:42,user_2534,3578.81,experiment,3%,test
2025-07-01 17:50:03,user_55,2239.18,experiment,3%,test
2025-07-01 17:55:01,user_636,3989.13,experiment,7%,test
2025-07-01 17:55:31,user_3458,2816.87,experiment,7%,control
2025-07-01 17:57:18,user_841,3994.99,experiment,7%,test
2025-07-01 17:57:43,user_1309,4423.4,experiment,7%,test
2025-07-01 17:58:09,user_3664,2911.72,experiment,7%,control
2025-07-01 18:06:31,user_3961,3412.43,experiment,7%,test
2025-07-01 18:07:26,user_552,5678.8,experiment,0%,test
2025-07-01 18:10:20,user_510,2366.54,experiment,3%,control
2025-07-01 18:10:25,user_5223,4936.79,experiment,0%,test
2025-07-01 18:11:25,user_4179,1362.47,experiment,5%,test
2025-07-01 18:11:50,user_5066,3137.7,experiment,0%,test
2025-07-01 18:11:54,user_5765,4938.34,experiment,3%,control
2025-07-01 18:14:14,user_614,2137.6,experiment,0%,control
2025-07-01 18:14:47,user_2079,4618.2,experiment,0%,test
2025-07-01 18:16:11,user_5413,1317.44,experiment,5%,control
2025-07-01 18:18:41,user_2360,2749.0,experiment,3%,control
2025-07-01 18:23:02,user_4576,1639.53,experiment,7%,control
2025-07-01 18:27:39,user_4785,2301.7,experiment,5%,test
2025-07-01 18:27:59,user_5934,2591.47,experiment,7%,control
2025-07-01 18:28:17,user_5334,2992.07,experiment,7%,test
2025-07-01 18:30:32,user_5954,1153.25,experiment,3%,control
2025-07-01 18:34:26,user_2187,4624.62,experiment,7%,control
2025-07-01 18:36:14,user_1045,2857.92,experiment,7%,control
2025-07-01 18:36:31,user_2482,4259.57,experiment,0%,test
2025-07-01 18:41:32,user_694,4710.69,experiment,7%,test
2025-07-01 18:42:32,user_2636,6475.85,experiment,7%,test
2025-07-01 18:44:48,user_4192,1765.02,experiment,5%,test
2025-07-01 18:44:55,user_2262,2218.37,experiment,7%,test
2025-07-01 18:44:56,user_4387,2624.49,experiment,7%,control
2025-07-01 18:46:08,user_1161,3469.63,experiment,7%,test
2025-07-01 18:47:27,user_2900,3089.2,experiment,7%,control
2025-07-01 18:48:43,user_2171,4349.75,experiment,7%,control
2025-07-01 18:51:09,user_2727,4178.41,experiment,3%,control
2025-07-01 18:55:05,user_4605,1851.34,experiment,7%,control
2025-07-01 18:55:57,user_4191,2684.66,experiment,7%,control
2025-07-01 18:57:16,user_4676,2082.52,experiment,7%,test
2025-07-01 18:57:17,user_957,5051.76,experiment,7%,control
2025-07-01 19:05:02,user_5381,3902.64,experiment,5%,test
2025-07-01 19:05:09,user_289,1212.06,experiment,3%,test
2025-07-01 19:05:28,user_5667,1962.76,experiment,7%,test
2025-07-01 19:08:06,user_5039,1360.46,experiment,5%,control
2025-07-01 19:12:22,user_3047,3403.56,experiment,5%,control
2025-07-01 19:13:10,user_3275,4105.06,experiment,7%,test
2025-07-01 19:13:25,user_2746,4711.84,experiment,7%,test
2025-07-01 19:13:46,user_3663,3761.79,experiment,5%,control
2025-07-01 19:15:54,user_5971,3545.26,experiment,0%,test
2025-07-01 19:15:55,user_4459,1717.45,experiment,7%,control
2025-07-01 19:18:32,user_4015,2556.99,experiment,7%,control
2025-07-01 19:19:07,user_418,3546.8,experiment,7%,test
2025-07-01 19:19:24,user_4076,2429.84,experiment,7%,test
2025-07-01 19:20:08,user_3692,981.41,experiment,7%,test
2025-07-01 19:21:52,user_928,6433.18,experiment,7%,control
2025-07-01 19:22:23,user_35,1615.06,experiment,7%,control
2025-07-01 19:23:18,user_883,4048.42,experiment,7%,test
2025-07-01 19:23:44,user_858,3525.95,experiment,3%,test
2025-07-01 19:27:21,user_1737,2329.39,experiment,0%,control
2025-07-01 19:28:10,user_3687,3323.22,experiment,0%,control
2025-07-01 19:28:23,user_3095,2323.44,experiment,7%,control
2025-07-01 19:28:43,user_1216,2586.0,experiment,3%,control
2025-07-01 19:29:46,user_5279,3563.52,experiment,5%,control
2025-07-01 19:30:09,user_3675,1604.04,experiment,7%,test
2025-07-01 19:31:23,user_4441,4826.86,experiment,7%,control
2025-07-01 19:32:29,user_4073,2739.19,experiment,7%,test
2025-07-01 19:34:05,user_5129,3627.32,experiment,7%,test
2025-07-01 19:35:20,user_1861,2704.82,experiment,3%,control
2025-07-01 19:36:11,user_3293,1820.67,experiment,0%,test
2025-07-01 19:36:52,user_5584,3641.61,experiment,5%,control
2025-07-01 19:37:57,user_3870,2482.19,experiment,5%,test
2025-07-01 19:40:42,user_2545,2204.56,experiment,7%,test
2025-07-01 19:42:16,user_721,3964.46,experiment,7%,control
2025-07-01 19:46:50,user_5980,3221.87,experiment,7%,test
2025-07-01 19:48:06,user_2627,2324.83,experiment,5%,control
2025-07-01 19:48:58,user_5071,4504.94,experiment,7%,test
2025-07-01 19:49:18,user_3080,2177.59,experiment,3%,control
2025-07-01 19:50:49,user_3627,2570.05,experiment,7%,control
2025-07-01 19:57:09,user_2263,2244.27,experiment,0%,test
2025-07-01 19:58:16,user_2178,1593.48,experiment,3%,control
2025-07-01 19:59:31,user_4168,4516.18,experiment,3%,test
2025-07-01 20:02:52,user_577,2078.74,experiment,7%,control
2025-07-01 20:03:22,user_2826,2346.81,experiment,7%,control
2025-07-01 20:05:59,user_5034,3145.4,experiment,7%,control
2025-07-01 20:08:58,user_4583,2093.8,experiment,7%,test
2025-07-01 20:13:39,user_5656,7014.97,experiment,0%,control
2025-07-01 20:22:42,user_5830,1708.11,experiment,0%,test
2025-07-01 20:24:25,user_2978,6347.37,experiment,7%,control
2025-07-01 20:24:26,user_5107,938.8,experiment,3%,control
2025-07-01 20:26:54,user_1710,2474.72,experiment,7%,test
2025-07-01 20:27:06,user_489,3490.86,experiment,0%,control
2025-07-01 20:28:37,user_4781,3523.39,experiment,7%,control
2025-07-01 20:28:40,user_4276,3406.96,experiment,7%,control
2025-07-01 20:31:07,user_4792,4350.8,experiment,5%,control
2025-07-01 20:32:32,user_5818,3392.29,experiment,7%,control
2025-07-01 20:34:27,user_1027,2051.45,experiment,7%,test
2025-07-01 20:35:09,user_451,1088.2,experiment,7%,control
2025-07-01 20:36:24,user_5170,4314.31,experiment,3%,control
2025-07-01 20:37:08,user_4860,7436.84,experiment,5%,control
2025-07-01 20:38:03,user_4399,5056.04,experiment,5%,control
2025-07-01 20:42:20,user_4358,2320.15,experiment,5%,control
2025-07-01 20:43:51,user_1773,5209.2,experiment,5%,test
2025-07-01 20:45:13,user_5632,3155.09,experiment,5%,control
2025-07-01 20:46:55,user_3443,2122.15,experiment,7%,test
2025-07-01 20:46:58,user_685,3355.26,experiment,7%,control
2025-07-01 20:47:27,user_50,4770.67,experiment,3%,control
2025-07-01 20:50:46,user_2884,2763.26,experiment,3%,test
2025-07-01 20:51:26,user_545,2618.25,experiment,3%,control
2025-07-01 20:52:08,user_751,2681.46,experiment,3%,test
2025-07-01 20:56:41,user_295,4577.3,experiment,3%,control
2025-07-01 20:56:47,user_3706,1442.62,experiment,3%,control
2025-07-01 20:57:14,user_2549,1311.01,experiment,5%,test
2025-07-01 20:58:23,user_267,8732.54,experiment,0%,test
2025-07-01 20:59:18,user_4935,1033.09,experiment,7%,control
2025-07-01 21:00:00,user_5462,3156.19,experiment,3%,control
